GID	HCT116_R1	HCT116_R2	HCT116_R3	NCM460_R1	NCM460_R2	NCM460_R3	Length
ENSG00000264141	0	0	0	0	0	0	58
ENSG00000264142	0	0	0	0	0	0	70
ENSG00000264144	0	0	0	0	1	0	86
ENSG00000264146	0	0	0	0	0	0	84
ENSG00000264147	0	0	0	0	0	0	92
ENSG00000264148	32	7	4	0	0	0	166
ENSG00000264149	0	0	0	0	0	0	417
ENSG00000264150	0	0	1	0	1	0	429
ENSG00000264151	0	0	0	0	0	0	2557
ENSG00000264155	0	0	0	0	0	0	82
ENSG00000264157	0	0	0	0	0	0	76
ENSG00000264158	0	0	0	0	0	0	75
ENSG00000264159	0	0	0	0	0	0	272
ENSG00000264160	0	0	2	0	0	0	75
ENSG00000264163	0	0	0	0	0	0	148
ENSG00000264164	0	0	0	0	0	0	507
ENSG00000264166	0	0	0	0	0	0	269
ENSG00000264167	0	0	0	0	0	0	466
ENSG00000264168	0	0	0	0	0	0	959
ENSG00000264169	0	0	0	0	0	0	298
ENSG00000264171	0	0	2	0	0	0	102
ENSG00000264172	0	0	0	0	0	0	599
ENSG00000264173	0	0	1	0	0	0	77
ENSG00000264174	0	0	0	0	0	0	662
ENSG00000264175	0	0	75	158	49	5	73
ENSG00000264176	2	10	18	0	0	8	510
ENSG00000264177	0	0	0	0	0	0	4955
ENSG00000264178	0	0	0	0	0	0	68
ENSG00000264179	0	0	0	0	0	0	520
ENSG00000264181	0	0	0	0	0	0	88
ENSG00000264182	0	0	0	0	0	0	65
ENSG00000264183	0	0	0	0	0	0	100
ENSG00000264184	0	0	0	0	0	0	133
ENSG00000264186	0	0	0	0	0	0	427
ENSG00000264187	5	1	15	3	2	1	1693
ENSG00000264188	0	0	22	4	0	13	336
ENSG00000264189	0	0	0	0	0	0	997
ENSG00000264190	0	3	0	0	0	0	110
ENSG00000264192	0	0	0	0	0	0	296
ENSG00000264193	0	0	0	0	0	0	253
ENSG00000264194	0	0	0	0	0	0	1447
ENSG00000264196	0	0	6	0	0	0	624
ENSG00000264198	91	24	10	245	301	1	6116
ENSG00000264200	0	0	0	0	0	0	75
ENSG00000264201	1	2	5	0	0	3	63
ENSG00000264203	0	0	0	0	0	0	70
ENSG00000264205	0	0	1	0	0	0	293
ENSG00000264206	0	0	0	0	0	0	92
ENSG00000264207	0	4	0	0	0	0	1234
ENSG00000264208	0	0	0	0	0	0	76
ENSG00000264209	0	0	0	0	0	0	94
ENSG00000264210	0	0	0	0	0	0	84
ENSG00000264211	0	0	0	0	0	0	80
ENSG00000264212	0	0	0	0	0	0	922
ENSG00000264213	0	0	0	0	1	0	266
ENSG00000264215	0	0	2	0	0	0	1514
ENSG00000264216	0	0	0	0	0	0	1647
ENSG00000264219	0	1	7	9	5	0	67
ENSG00000264222	0	6	3	41	19	0	566
ENSG00000264224	0	0	0	0	0	0	70
ENSG00000264225	0	0	7	0	0	3	290
ENSG00000264226	0	0	0	0	0	0	82
ENSG00000264227	0	0	0	0	0	0	254
ENSG00000264229	0	0	0	2	0	0	127
ENSG00000264231	0	0	0	0	0	0	75
ENSG00000264232	0	0	0	0	0	0	559
ENSG00000264233	0	0	0	0	0	0	43
ENSG00000264234	0	0	0	0	0	0	69
ENSG00000264235	0	1	7	4	1	3	1063
ENSG00000264236	0	0	0	0	0	0	658
ENSG00000264237	1	4	6	0	3	3	76
ENSG00000264238	0	0	0	0	0	0	88
ENSG00000264239	0	0	0	0	0	0	94
ENSG00000264240	0	0	0	0	0	0	283
ENSG00000264241	0	0	0	0	0	0	85
ENSG00000264242	2	0	5	0	0	0	627
ENSG00000264243	0	0	0	0	0	0	816
ENSG00000264245	0	0	0	0	0	0	304
ENSG00000264246	0	0	0	0	0	0	208
ENSG00000264247	218	304	502	240	185	242	3742
ENSG00000264248	0	0	0	0	0	0	125
ENSG00000264249	0	0	0	0	0	0	105
ENSG00000264250	0	0	0	0	0	0	260
ENSG00000264251	0	0	0	0	0	0	267
ENSG00000264254	0	0	0	0	0	0	471
ENSG00000264255	0	0	0	0	0	0	315
ENSG00000264256	2	0	1	0	0	2	98
ENSG00000264257	0	0	0	0	0	0	628
ENSG00000264260	0	0	0	0	0	0	479
ENSG00000264261	0	0	0	0	0	0	90
ENSG00000264262	0	0	0	0	0	0	254
ENSG00000264263	0	0	0	0	0	0	457
ENSG00000264265	0	0	0	0	0	0	500
ENSG00000264266	2	0	2	0	0	0	73
ENSG00000264267	0	0	0	0	0	0	101
ENSG00000264268	0	20	3	18	12	2	78
ENSG00000264269	2	7	13	6	1	5	659
ENSG00000264270	0	1	21	0	0	0	637
ENSG00000264271	1	0	0	0	0	1	282
ENSG00000264272	5	0	5	0	2	0	513
ENSG00000264273	0	0	1	0	0	4	463
ENSG00000264274	0	0	0	0	0	0	74
ENSG00000264275	0	0	0	0	0	18	290
ENSG00000264276	0	0	1	0	0	0	285
ENSG00000264277	0	0	0	0	0	0	100
ENSG00000264278	20	15	21	6	3	39	1295
ENSG00000264279	2	0	1	1	8	8	80
ENSG00000264280	0	0	0	0	0	0	297
ENSG00000264281	2	9	74	12	16	123	399
ENSG00000264283	0	0	0	0	0	0	95
ENSG00000264284	0	0	1	0	0	0	100
ENSG00000264286	0	0	0	0	0	0	98
ENSG00000264288	0	0	1	0	0	0	90
ENSG00000264289	0	0	0	0	0	0	292
ENSG00000264290	11	9	14	1	1	4	465
ENSG00000264292	0	0	0	0	0	0	81
ENSG00000264293	0	0	0	0	0	0	292
ENSG00000264294	0	0	0	0	0	0	80
ENSG00000264295	0	0	0	0	0	0	84
ENSG00000264296	0	0	7	0	0	2	445
ENSG00000264297	0	0	0	0	0	0	81
ENSG00000264298	0	0	0	0	0	0	97
ENSG00000264299	0	0	0	0	0	0	753
ENSG00000264300	0	0	0	0	0	0	299
ENSG00000264301	0	0	0	0	0	0	1336
ENSG00000264302	0	0	0	0	0	0	81
ENSG00000264303	0	0	0	0	0	0	191
ENSG00000264304	0	4	11	10	0	8	562
ENSG00000264305	0	0	0	0	0	0	275
ENSG00000264306	0	0	0	0	0	0	52
ENSG00000264308	0	0	0	0	0	0	89
ENSG00000264309	0	0	0	0	0	0	80
ENSG00000264310	0	0	0	0	0	0	86
ENSG00000264311	0	0	0	0	0	0	430
ENSG00000264312	0	0	0	0	0	0	263
ENSG00000264313	0	0	0	0	0	0	255
ENSG00000264314	0	0	5	0	0	1	58
ENSG00000264315	0	0	0	0	0	0	956
ENSG00000264316	0	0	0	0	0	0	781
ENSG00000264317	0	2	0	0	0	0	296
ENSG00000264318	0	0	0	0	0	0	297
ENSG00000264319	0	0	0	0	0	0	82
ENSG00000264321	0	0	0	0	0	0	103
ENSG00000264322	0	0	0	0	0	0	293
ENSG00000264323	0	0	0	0	0	0	83
ENSG00000264324	0	0	1	0	0	4	5059
ENSG00000264326	0	0	0	0	0	0	53
ENSG00000264327	0	0	2	0	0	0	92
ENSG00000264328	0	0	0	0	0	0	275
ENSG00000264329	4	1	2	0	0	0	109
ENSG00000264330	0	0	0	0	0	0	120
ENSG00000264331	0	0	0	0	0	0	101
ENSG00000264332	0	0	0	0	0	0	100
ENSG00000264333	0	0	0	0	0	0	86
ENSG00000264334	0	2	0	0	0	0	788
ENSG00000264336	0	0	0	0	0	0	82
ENSG00000264338	0	0	0	0	0	0	74
ENSG00000264339	0	0	0	0	0	0	464
ENSG00000264340	0	0	0	0	0	0	331
ENSG00000264341	0	0	1	0	0	0	73
ENSG00000264342	0	0	0	0	0	0	100
ENSG00000264344	0	0	0	0	0	0	100
ENSG00000264345	0	0	0	0	0	0	564
ENSG00000264346	0	0	0	0	0	0	125
ENSG00000264347	0	0	0	0	0	0	292
ENSG00000264349	0	6	21	17	4	0	91
ENSG00000264350	62	42	42	92	95	50	226
ENSG00000264352	0	0	0	0	0	0	304
ENSG00000264354	0	0	0	0	0	0	74
ENSG00000264355	0	0	0	6	1	0	84
ENSG00000264356	0	0	0	0	0	0	282
ENSG00000264357	0	0	1	0	0	0	72
ENSG00000264358	0	0	3	0	0	4	73
ENSG00000264359	8	0	1	0	0	0	1012
ENSG00000264361	0	0	0	0	0	0	297
ENSG00000264362	0	0	0	0	0	0	84
ENSG00000264364	3609	3301	9220	5468	6715	4904	6805
ENSG00000264365	1	3	1	4	0	2	567
ENSG00000264366	0	0	0	0	0	0	82
ENSG00000264370	0	0	0	1	0	0	78
ENSG00000264371	0	0	0	0	0	0	84
ENSG00000264372	0	0	0	0	0	0	66
ENSG00000264373	0	1	0	0	0	0	90
ENSG00000264374	0	0	0	0	0	0	82
ENSG00000264376	0	0	2	0	0	0	252
ENSG00000264377	0	0	3	0	0	0	73
ENSG00000264378	0	0	0	0	0	0	96
ENSG00000264379	0	0	25	1	0	34	76
ENSG00000264380	0	0	0	0	0	0	64
ENSG00000264382	0	0	0	0	0	0	54
ENSG00000264383	0	0	2	0	0	0	86
ENSG00000264384	0	0	6	2	1	0	303
ENSG00000264385	0	0	0	0	0	0	286
ENSG00000264386	0	0	2	0	0	0	86
ENSG00000264387	0	0	0	0	0	0	95
ENSG00000264388	0	0	0	0	0	0	348
ENSG00000264390	0	0	0	0	0	0	70
ENSG00000264391	0	2	3	0	0	6	294
ENSG00000264392	4	2	3	3	0	0	90
ENSG00000264395	0	0	13	0	0	0	55
ENSG00000264396	0	0	0	0	0	0	310
ENSG00000264397	0	0	0	0	0	0	153
ENSG00000264398	0	0	0	0	0	0	73
ENSG00000264399	0	0	0	0	0	0	47
ENSG00000264400	0	0	0	0	0	0	265
ENSG00000264402	0	0	0	0	0	0	97
ENSG00000264405	0	0	0	0	0	0	102
ENSG00000264406	0	0	0	0	0	0	96
ENSG00000264407	0	0	0	0	0	0	274
ENSG00000264408	0	0	0	0	0	2	72
ENSG00000264409	0	0	0	0	0	0	78
ENSG00000264410	0	0	0	0	0	0	90
ENSG00000264413	0	0	0	0	0	0	84
ENSG00000264419	0	0	0	0	0	0	88
ENSG00000264420	0	0	0	0	0	0	87
ENSG00000264421	4	0	0	0	0	0	380
ENSG00000264422	0	0	0	0	0	0	353
ENSG00000264423	0	0	0	0	0	0	283
ENSG00000264424	0	0	1	235	145	0	6016
ENSG00000264425	0	5	15	0	2	0	83
ENSG00000264426	0	0	0	0	0	0	80
ENSG00000264428	0	0	0	0	0	0	70
ENSG00000264429	0	0	4	1	0	0	84
ENSG00000264431	0	0	0	0	0	0	1507
ENSG00000264433	4	6	0	0	0	0	492
ENSG00000264434	0	0	0	0	0	0	464
ENSG00000264435	0	0	0	0	0	0	514
ENSG00000264437	0	0	0	0	0	0	87
ENSG00000264438	0	0	0	0	0	0	260
ENSG00000264439	0	0	0	0	0	0	86
ENSG00000264441	0	0	0	0	0	1	91
ENSG00000264442	1	0	7	1	2	3	260
ENSG00000264443	0	0	1	0	0	0	1445
ENSG00000264444	0	0	0	0	0	0	512
ENSG00000264445	0	0	0	0	0	0	85
ENSG00000264446	0	0	0	0	0	0	95
ENSG00000264447	0	0	0	0	0	0	124
ENSG00000264448	6	0	104	0	1	0	949
ENSG00000264449	4	0	0	0	0	0	847
ENSG00000264451	32	4	2	0	0	6	701
ENSG00000264452	0	0	0	0	0	0	76
ENSG00000264453	0	0	1	2	0	1	86
ENSG00000264454	0	0	0	0	0	0	70
ENSG00000264455	0	0	0	0	0	0	89
ENSG00000264456	64	58	70	52	28	19	1661
ENSG00000264458	0	0	0	0	0	0	373
ENSG00000264461	1	0	9	8	0	7	282
ENSG00000264462	36	210	1028	711	281	373	180
ENSG00000264463	0	0	0	0	0	0	84
ENSG00000264464	1	0	0	0	0	15	2190
ENSG00000264465	0	0	0	0	0	0	100
ENSG00000264467	0	0	0	0	0	0	289
ENSG00000264468	0	0	5	0	0	0	70
ENSG00000264469	34	76	50	68	57	62	1284
ENSG00000264470	0	0	0	0	0	0	77
ENSG00000264471	0	0	0	0	0	0	63
ENSG00000264472	0	0	1	0	0	0	559
ENSG00000264473	0	0	0	0	0	0	78
ENSG00000264474	0	0	0	0	0	0	75
ENSG00000264475	0	0	0	0	0	0	607
ENSG00000264477	0	0	0	0	0	0	76
ENSG00000264478	0	0	0	0	0	0	70
ENSG00000264479	0	0	0	0	0	0	66
ENSG00000264480	0	0	0	0	0	0	77
ENSG00000264482	0	0	0	0	0	0	71
ENSG00000264483	0	0	0	0	0	1	94
ENSG00000264484	0	0	0	0	0	0	297
ENSG00000264485	0	0	0	0	0	0	301
ENSG00000264486	0	0	0	0	0	0	776
ENSG00000264488	0	0	0	0	0	1	265
ENSG00000264489	0	0	0	0	0	0	92
ENSG00000264490	0	0	0	0	0	0	1918
ENSG00000264491	0	1	0	0	0	0	460
ENSG00000264493	0	0	0	0	0	0	73
ENSG00000264494	0	0	0	0	0	0	76
ENSG00000264496	0	0	0	3	8	0	102
ENSG00000264497	0	0	0	0	0	0	115
ENSG00000264500	0	0	0	0	0	0	67
ENSG00000264501	0	0	0	0	0	0	291
ENSG00000264502	0	0	0	0	0	0	73
ENSG00000264503	0	0	0	0	0	0	145
ENSG00000264505	0	0	1	0	0	0	60
ENSG00000264508	0	0	1	1	0	5	297
ENSG00000264510	0	0	0	0	0	0	74
ENSG00000264511	0	0	0	0	0	0	94
ENSG00000264512	0	0	0	0	0	0	69
ENSG00000264513	0	0	1	0	0	0	478
ENSG00000264514	3	9	0	0	0	0	548
ENSG00000264515	6	0	0	0	0	0	3126
ENSG00000264517	0	0	0	0	0	0	77
ENSG00000264518	0	0	0	0	0	0	94
ENSG00000264519	0	0	0	0	0	0	284
ENSG00000264520	0	0	2	1	0	6	368
ENSG00000264523	0	0	1	0	0	0	2576
ENSG00000264525	0	0	0	0	0	0	80
ENSG00000264526	0	0	0	0	0	0	81
ENSG00000264527	15	0	13	0	0	0	1228
ENSG00000264529	0	0	0	0	0	1	652
ENSG00000264530	0	0	0	0	0	0	257
ENSG00000264531	0	0	0	0	0	0	234
ENSG00000264534	0	0	0	0	0	0	57
ENSG00000264535	0	0	2	0	1	0	95
ENSG00000264536	0	0	0	0	0	0	80
ENSG00000264538	676	622	530	502	320	441	3776
ENSG00000264539	0	0	2	0	0	2	57
ENSG00000264540	0	0	0	0	0	0	286
ENSG00000264541	0	0	0	0	0	0	70
ENSG00000264542	0	0	0	0	0	0	144
ENSG00000264543	0	0	0	0	0	0	217
ENSG00000264544	0	0	0	0	0	0	98
ENSG00000264545	0	0	0	0	0	0	935
ENSG00000264546	0	4	1	1	0	2	1707
ENSG00000264548	16	26	53	7	0	13	2368
ENSG00000264549	0	0	0	0	0	0	68
ENSG00000264551	0	0	0	0	0	0	91
ENSG00000264552	0	0	0	0	0	0	85
ENSG00000264553	0	0	1	0	0	0	86
ENSG00000264554	0	0	1	5	1	0	294
ENSG00000264558	0	0	0	0	0	0	267
ENSG00000264559	0	0	0	0	0	0	82
ENSG00000264560	0	0	0	0	0	0	101
ENSG00000264562	0	0	0	0	0	0	343
ENSG00000264563	0	0	0	0	0	0	79
ENSG00000264564	0	0	0	0	0	0	130
ENSG00000264566	0	0	0	0	0	0	100
ENSG00000264567	0	0	0	0	0	0	101
ENSG00000264569	5	11	1	13	0	1	709
ENSG00000264570	0	0	0	0	0	0	2975
ENSG00000264571	0	0	0	0	0	0	78
ENSG00000264572	0	0	0	0	0	0	88
ENSG00000264573	0	0	13	8	0	0	295
ENSG00000264574	0	0	0	0	0	0	63
ENSG00000264575	8	4	0	0	6	85	1875
ENSG00000264576	0	0	0	0	0	0	85
ENSG00000264577	45	155	272	290	179	228	899
ENSG00000264578	0	0	0	0	0	0	729
ENSG00000264580	0	0	0	0	0	0	87
ENSG00000264582	0	0	1	0	0	0	294
ENSG00000264583	0	0	1	0	0	0	73
ENSG00000264584	0	0	6	0	0	0	297
ENSG00000264585	0	2	3	6	4	0	66
ENSG00000264587	0	0	0	0	0	0	986
ENSG00000264588	0	0	0	0	0	0	269
ENSG00000264589	0	0	4	0	0	0	1619
ENSG00000264590	0	0	5	0	0	6	246
ENSG00000264592	0	0	0	0	0	0	254
ENSG00000264594	0	0	0	0	0	0	90
ENSG00000264595	0	0	0	0	0	0	594
ENSG00000264596	0	0	0	0	0	0	1613
ENSG00000264598	0	0	0	0	0	0	427
ENSG00000264599	0	0	0	0	0	0	96
ENSG00000264600	0	0	0	0	0	0	263
ENSG00000264603	0	0	1	0	0	0	74
ENSG00000264604	19	63	85	0	0	0	119
ENSG00000264605	0	0	0	0	0	0	70
ENSG00000264607	0	0	0	0	0	0	68
ENSG00000264608	50	7	74	48	33	226	458
ENSG00000264609	0	0	0	0	0	0	85
ENSG00000264610	0	2	4	1	0	0	69
ENSG00000264612	0	0	0	0	0	0	83
ENSG00000264613	0	0	0	0	0	0	298
ENSG00000264614	0	0	0	0	0	0	63
ENSG00000264615	0	0	1	2	0	0	279
ENSG00000264616	0	0	0	0	0	0	72
ENSG00000264617	0	0	0	0	3	0	538
ENSG00000264618	0	0	0	0	0	0	298
ENSG00000264620	0	0	0	0	0	0	100
ENSG00000264621	0	0	0	0	0	0	65
ENSG00000264622	0	0	0	0	0	0	469
ENSG00000264623	0	0	0	0	0	0	81
ENSG00000264624	0	0	0	0	0	0	87
ENSG00000264625	0	0	0	0	0	0	297
ENSG00000264626	0	0	0	0	0	0	297
ENSG00000264627	0	0	0	0	0	0	297
ENSG00000264628	0	0	0	0	0	0	282
ENSG00000264629	0	0	0	0	0	0	95
ENSG00000264630	1	0	0	0	0	0	2647
ENSG00000264631	0	0	0	0	0	0	286
ENSG00000264633	0	0	0	0	0	0	67
ENSG00000264634	0	0	0	0	0	0	440
ENSG00000264635	0	1	8	3	0	32	1605
ENSG00000264637	0	0	0	0	0	0	86
ENSG00000264638	0	0	0	0	0	0	74
ENSG00000264641	0	0	1	0	0	3	100
ENSG00000264642	0	0	0	0	0	0	86
ENSG00000264643	0	0	0	0	0	0	307
ENSG00000264644	0	0	0	0	0	2	1246
ENSG00000264645	0	0	0	0	0	0	134
ENSG00000264647	1	3	0	5	0	0	278
ENSG00000264650	2	0	0	2	0	0	52
ENSG00000264652	0	0	0	0	0	0	64
ENSG00000264653	0	0	0	0	0	0	120
ENSG00000264655	0	0	16	6	0	0	487
ENSG00000264657	0	0	0	0	0	0	74
ENSG00000264658	0	0	0	0	0	0	75
ENSG00000264659	0	0	0	0	0	0	523
ENSG00000264660	0	0	0	0	0	1	2291
ENSG00000264661	0	0	0	0	0	0	85
ENSG00000264662	0	0	0	0	0	0	379
ENSG00000264663	0	0	0	0	0	0	1044
ENSG00000264666	0	0	0	0	0	0	425
ENSG00000264667	0	0	0	0	0	0	103
ENSG00000264668	0	0	0	0	0	0	2897
ENSG00000264669	0	0	0	0	0	0	123
ENSG00000264671	0	0	0	0	0	0	70
ENSG00000264672	0	1	5	0	0	0	1575
ENSG00000264673	0	0	0	0	0	0	686
ENSG00000264674	0	0	0	0	0	0	69
ENSG00000264675	0	1	9	0	0	0	85
ENSG00000264676	0	0	0	0	0	0	258
ENSG00000264677	0	0	0	0	0	0	105
ENSG00000264678	0	0	1	0	0	0	90
ENSG00000264679	0	0	0	0	0	0	82
ENSG00000264680	0	0	0	0	0	0	81
ENSG00000264681	0	0	0	0	0	0	67
ENSG00000264684	0	0	0	0	0	0	78
ENSG00000264685	0	0	0	0	0	0	898
ENSG00000264686	0	0	0	0	0	0	102
ENSG00000264687	0	0	0	0	0	0	101
ENSG00000264689	0	0	0	0	0	0	262
ENSG00000264690	0	0	0	0	0	0	274
ENSG00000264691	0	0	0	0	0	0	101
ENSG00000264693	0	0	0	0	0	0	661
ENSG00000264694	0	0	0	0	0	0	70
ENSG00000264695	0	0	0	0	0	0	459
ENSG00000264696	0	0	0	0	0	0	104
ENSG00000264697	0	0	0	0	0	0	154
ENSG00000264698	0	0	0	0	0	0	72
ENSG00000264699	0	0	0	0	0	0	496
ENSG00000264700	0	0	0	0	0	0	287
ENSG00000264701	0	0	0	0	0	0	531
ENSG00000264702	0	0	0	0	0	0	83
ENSG00000264703	0	0	0	0	0	0	72
ENSG00000264705	0	0	0	0	0	0	2074
ENSG00000264706	0	0	0	0	0	0	275
ENSG00000264707	0	0	0	0	0	0	2044
ENSG00000264710	0	0	0	0	0	0	284
ENSG00000264711	0	0	0	0	0	0	81
ENSG00000264712	0	0	1	0	0	0	92
ENSG00000264713	0	0	0	0	0	0	87
ENSG00000264714	0	0	0	0	0	0	3016
ENSG00000264715	0	0	0	0	0	0	86
ENSG00000264716	0	0	0	0	0	0	101
ENSG00000264718	0	0	0	0	0	0	82
ENSG00000264720	0	0	0	0	0	0	78
ENSG00000264721	0	0	0	0	0	0	92
ENSG00000264722	0	0	0	0	0	0	65
ENSG00000264724	0	0	1	0	0	0	86
ENSG00000264725	0	0	0	0	0	0	76
ENSG00000264726	0	0	0	0	0	0	70
ENSG00000264727	0	0	0	0	0	0	2607
ENSG00000264729	0	0	0	0	0	0	302
ENSG00000264730	0	0	0	0	0	0	94
ENSG00000264731	0	0	0	0	0	0	259
ENSG00000264732	0	0	0	0	0	0	68
ENSG00000264733	0	0	0	0	0	0	51
ENSG00000264734	0	0	0	0	0	0	720
ENSG00000264735	0	0	0	4	1	0	958
ENSG00000264736	0	0	0	0	0	0	1990
ENSG00000264737	0	0	0	0	0	0	87
ENSG00000264739	0	0	0	0	0	0	2166
ENSG00000264740	0	0	0	0	0	0	73
ENSG00000264741	0	0	0	0	1	0	73
ENSG00000264742	0	0	0	0	0	0	74
ENSG00000264743	4	1	32	14	6	21	568
ENSG00000264744	0	0	0	0	0	0	72
ENSG00000264745	7	8	7	2	6	1	817
ENSG00000264746	0	0	0	0	0	0	98
ENSG00000264747	0	0	0	0	0	0	81
ENSG00000264748	0	0	0	0	0	0	84
ENSG00000264749	0	0	0	0	0	0	87
ENSG00000264750	0	0	0	0	0	0	173
ENSG00000264752	0	0	0	0	0	0	276
ENSG00000264753	0	0	0	0	0	0	119
ENSG00000264754	0	0	0	0	0	0	612
ENSG00000264755	0	0	0	0	3	0	63
ENSG00000264756	3	8	14	0	6	0	302
ENSG00000264757	0	0	7	1	0	0	80
ENSG00000264758	0	0	0	0	0	0	274
ENSG00000264759	0	0	0	0	0	0	56
ENSG00000264760	0	0	0	0	0	0	61
ENSG00000264761	0	0	0	0	0	0	289
ENSG00000264763	0	0	3	0	0	0	85
ENSG00000264764	0	0	0	0	0	0	78
ENSG00000264765	0	0	0	0	0	0	771
ENSG00000264766	0	0	0	0	0	0	107
ENSG00000264767	0	0	0	0	0	0	305
ENSG00000264768	0	0	0	0	0	0	91
ENSG00000264769	0	4	28	13	5	6	563
ENSG00000264771	0	0	0	4	0	0	132
ENSG00000264772	0	1	1	0	0	1	4554
ENSG00000264773	0	0	0	0	0	0	77
ENSG00000264774	0	0	0	0	0	0	86
ENSG00000264775	0	0	0	5	9	0	496
ENSG00000264779	0	0	0	0	0	0	118
ENSG00000264780	0	0	0	0	0	0	81
ENSG00000264781	0	0	0	0	0	0	70
ENSG00000264783	0	0	0	0	0	0	70
ENSG00000264785	0	0	0	1	0	0	446
ENSG00000264788	0	0	0	0	0	0	77
ENSG00000264790	0	0	0	0	0	0	922
ENSG00000264791	0	0	0	0	0	0	375
ENSG00000264792	0	0	1	0	0	2	84
ENSG00000264793	0	0	0	0	0	0	74
ENSG00000264794	0	0	0	0	0	0	86
ENSG00000264796	0	0	4	0	0	0	100
ENSG00000264797	0	0	0	0	0	0	104
ENSG00000264798	0	0	0	0	0	2	90
ENSG00000264799	0	0	0	0	0	0	72
ENSG00000264800	0	0	0	0	0	0	76
ENSG00000264801	0	0	18	7	5	0	1617
ENSG00000264802	0	0	0	0	0	0	120
ENSG00000264803	0	0	0	0	0	0	81
ENSG00000264804	0	0	0	0	0	0	103
ENSG00000264808	72	44	7	2	7	45	762
ENSG00000264809	0	3	2	0	0	0	100
ENSG00000264810	0	0	1	0	0	0	100
ENSG00000264811	0	0	0	0	0	0	334
ENSG00000264812	2	0	1	0	2	0	680
ENSG00000264813	0	0	0	0	0	0	4862
ENSG00000264814	0	0	0	1	0	0	77
ENSG00000264815	0	0	0	0	0	0	111
ENSG00000264817	0	0	0	0	0	0	90
ENSG00000264818	0	0	0	0	0	0	65
ENSG00000264819	0	0	0	0	0	0	74
ENSG00000264823	0	0	0	0	0	0	84
ENSG00000264824	0	0	0	0	0	0	113
ENSG00000264825	0	0	0	4	0	0	366
ENSG00000264829	1	0	2	0	0	0	352
ENSG00000264831	0	0	0	0	0	8	67
ENSG00000264833	0	0	3	0	0	0	294
ENSG00000264834	0	0	0	0	0	0	99
ENSG00000264835	0	0	1	1	0	0	272
ENSG00000264837	0	0	0	0	0	0	823
ENSG00000264838	0	0	0	0	0	0	90
ENSG00000264839	0	0	0	0	0	0	74
ENSG00000264840	0	0	0	0	0	0	281
ENSG00000264841	0	0	0	0	0	0	82
ENSG00000264843	0	0	0	0	0	0	823
ENSG00000264844	0	0	0	0	0	0	119
ENSG00000264845	0	0	0	0	0	0	612
ENSG00000264849	0	0	0	0	0	0	98
ENSG00000264850	0	0	0	0	0	0	57
ENSG00000264853	4	0	3	0	0	0	2790
ENSG00000264855	0	0	0	0	0	0	103
ENSG00000264856	0	0	0	0	0	1	309
ENSG00000264857	0	0	0	0	0	0	85
ENSG00000264858	0	0	0	0	0	0	70
ENSG00000264859	5	2	16	11	12	20	2024
ENSG00000264860	1	0	12	0	0	1	588
ENSG00000264861	0	0	0	0	0	0	79
ENSG00000264862	0	4	0	0	0	0	296
ENSG00000264864	0	0	0	0	0	1	87
ENSG00000264868	0	0	0	0	0	0	2859
ENSG00000264869	0	0	0	0	0	0	346
ENSG00000264871	0	0	0	0	0	0	84
ENSG00000264874	0	0	0	0	0	0	109
ENSG00000264875	0	0	0	0	0	0	73
ENSG00000264876	0	0	0	0	0	0	928
ENSG00000264877	0	0	0	0	0	0	148
ENSG00000264878	0	0	8	0	0	6	82
ENSG00000264879	0	0	0	0	0	0	257
ENSG00000264880	0	0	0	0	0	0	525
ENSG00000264881	0	0	0	0	0	0	86
ENSG00000264882	0	0	0	0	0	0	103
ENSG00000264884	0	0	0	0	0	0	98
ENSG00000264885	164	223	118	81	96	248	1833
ENSG00000264888	0	0	0	0	0	0	101
ENSG00000264890	0	0	0	0	0	0	90
ENSG00000264891	0	0	0	0	0	0	92
ENSG00000264892	0	0	0	0	0	0	205
ENSG00000264894	0	0	0	0	0	0	86
ENSG00000264895	0	0	5	0	1	0	2170
ENSG00000264896	0	0	0	0	0	0	87
ENSG00000264897	0	0	0	0	0	0	85
ENSG00000264898	0	0	0	0	0	0	83
ENSG00000264899	0	0	1	0	0	0	87
ENSG00000264900	0	0	0	0	0	0	75
ENSG00000264901	0	0	0	0	0	0	92
ENSG00000264902	0	0	0	0	0	0	82
ENSG00000264903	0	0	0	0	0	0	88
ENSG00000264904	0	0	8	0	0	0	92
ENSG00000264906	0	0	0	0	0	0	84
ENSG00000264907	0	0	0	0	0	0	545
ENSG00000264908	0	0	0	0	0	0	80
ENSG00000264910	0	0	0	0	0	0	276
ENSG00000264911	0	0	0	0	0	0	658
ENSG00000264912	0	0	0	0	0	0	259
ENSG00000264913	0	0	0	0	0	0	84
ENSG00000264914	0	0	7	0	0	0	459
ENSG00000264916	0	0	0	0	0	10	301
ENSG00000264918	26	15	19	17	36	22	100
ENSG00000264919	33	14	31	31	22	1	78
ENSG00000264920	55	34	59	21	13	69	4286
ENSG00000264921	0	0	0	0	0	0	78
ENSG00000264922	0	0	0	0	0	0	55
ENSG00000264923	0	0	0	0	0	0	250
ENSG00000264924	0	0	14	0	0	0	507
ENSG00000264925	0	0	0	0	0	0	88
ENSG00000264926	0	0	0	0	0	0	78
ENSG00000264927	0	0	0	0	0	0	85
ENSG00000264928	0	0	0	0	0	0	52
ENSG00000264929	0	0	0	0	4	0	259
